# ----------------------------------------
# diski
# Copy_Code_Comparison-Free form 1
# 20260330-20260428
# ----------------------------------------

event_label_Dimension_name	Event count
search_typing_teemi	1
search_typing_teesv	1
search_typing_tefal	1
search_typing_temmu	1
search_typing_temnu	1
search_typing_tenue	1
search_typing_tenwa	1
search_typing_terdt	1
search_typing_terhk	1
search_typing_terho	1
search_typing_terra	1
search_typing_ters	1
search_typing_terug	1
search_typing_tesoc	1
search_typing_tessa	1
search_typing_tessl	1
search_typing_tesss	1
search_typing_testi	1
search_typing_testj	1
search_typing_testv	1
search_typing_tetxv	1
search_typing_teun	1
search_typing_texti	1
search_typing_tgina	1
search_typing_theaf	1
search_typing_theba	1
search_typing_thebo	1
search_typing_thebr	1
search_typing_thebs	1
search_typing_theea	1
search_typing_thees	1
search_typing_theey	1
search_typing_thegi	1
search_typing_thego	1
search_typing_theha	1
search_typing_thehe	1
search_typing_theil	1
search_typing_thek	1
search_typing_thekn	1
search_typing_thelr	1
search_typing_thelu	1
search_typing_themu	1
search_typing_then	1
search_typing_theno	1
search_typing_thepa	1
search_typing_theqd	1
search_typing_theqi	1
search_typing_thesa	1
search_typing_thesy	1
search_typing_thet	1
search_typing_thetr	1
search_typing_thewu	1
search_typing_thild	1
search_typing_think	1
search_typing_this	1
search_typing_thitt	1
search_typing_thomg	1
search_typing_threa	1
search_typing_thuiz	1
search_typing_tildf	1
search_typing_tillt	1
search_typing_tilri	1
search_typing_title	1
search_typing_tivol	1
search_typing_tobe	1
search_typing_tocke	1
search_typing_toerf	1
search_typing_tomad	1
search_typing_tomen	1
search_typing_tomli	1
search_typing_tommi	1
search_typing_toolm	1
search_typing_topbk	1
search_typing_topd	1
search_typing_toppe	1
search_typing_toppy	1
search_typing_topsh	1
search_typing_tospo	1
search_typing_toten	1
search_typing_tove	1
search_typing_toves	1
search_typing_train	1
search_typing_travl	1
search_typing_treat	1
search_typing_trein	1
search_typing_trekk	1
search_typing_trekp	1
search_typing_trip	1
search_typing_tripc	1
search_typing_tripp	1
search_typing_trots	1
search_typing_trouw	1
search_typing_tuin	1
search_typing_tuink	1
search_typing_tumbl	1
search_typing_turki	1
search_typing_tvmeu	1
search_typing_twble	1
search_typing_twina	1
search_typing_twink	1
search_typing_twnem	1
search_typing_twns	1
search_typing_twnst	1
search_typing_ubern	1
search_typing_ubfra	1
search_typing_udenc	1
search_typing_uder	1
search_typing_ueant	1
search_typing_ufffe	1
search_typing_uilen	1
search_typing_uitge	1
search_typing_ulank	1
search_typing_umffe	1
search_typing_umlml	1
search_typing_undie	1
search_typing_undim	1
search_typing_undiz	1
search_typing_unigl	1
search_typing_unild	1
search_typing_uniqe	1
search_typing_uniqo	1
search_typing_unis	1
search_typing_unnam	1
search_typing_unnin	1
search_typing_unsol	1
search_typing_untll	1
search_typing_unwan	1
search_typing_uofro	1
search_typing_updro	1
search_typing_upfeo	1
search_typing_upfon	1
search_typing_upfor	1
search_typing_upfrp	1
search_typing_upmat	1
search_typing_uprco	1
search_typing_uprfr	1
search_typing_upto	1
search_typing_urvan	1
search_typing_uvoea	1
search_typing_uwan	1
search_typing_uwint	1
search_typing_uwsnt	1
search_typing_v3net	1
search_typing_vacan	1
search_typing_vacie	1
search_typing_vacue	1
search_typing_vaess	1
search_typing_vaffe	1
search_typing_vagav	1
search_typing_vahar	1
search_typing_valin	1
search_typing_valki	1
search_typing_valli	1
search_typing_valze	1
search_typing_vanda	1
search_typing_vando	1
search_typing_vandr	1
search_typing_vanet	1
search_typing_vanff	1
search_typing_vang	1
search_typing_vange	1
search_typing_vangs	1
search_typing_vanj	1
search_typing_vanmi	1
search_typing_vanmo	1
search_typing_vantu	1
search_typing_vanua	1
search_typing_vanug	1
search_typing_vault	1
search_typing_vebal	1
search_typing_veep	1
search_typing_vefde	1
search_typing_vegan	1
search_typing_venal	1
search_typing_veney	1
search_typing_vente	1
search_typing_ventr	1
search_typing_venum	1
search_typing_verak	1
search_typing_veram	1
search_typing_verfp	1
search_typing_verfs	1
search_typing_verga	1
search_typing_verge	1
search_typing_verit	1
search_typing_vermo	1
search_typing_veron	1
search_typing_versk	1
search_typing_verte	1
search_typing_vespu	1
search_typing_vffel	1
search_typing_vhare	1
search_typing_viab	1
search_typing_viaba	1
search_typing_viavs	1
search_typing_vida	1
search_typing_vidal	1
search_typing_videi	1
search_typing_vidxl	1
search_typing_viel	1
search_typing_vierv	1
search_typing_viesp	1
search_typing_vijve	1
search_typing_vikin	1
search_typing_vikng	1
search_typing_vila	1
search_typing_vilei	1
search_typing_vindt	1
search_typing_vingi	1
search_typing_vint3	1
search_typing_vinyl	1
search_typing_virga	1
search_typing_virtu	1
search_typing_visoo	1
search_typing_visue	1
search_typing_vitat	1
search_typing_vites	1
search_typing_vitsm	1
search_typing_vlecg	1
search_typing_vlech	1
search_typing_vleig	1
search_typing_vlieg	1
search_typing_vneta	1
search_typing_voege	1
search_typing_voero	1
search_typing_vogel	1
search_typing_voghi	1
search_typing_vogue	1
search_typing_voite	1
search_typing_volc	1
search_typing_volco	1
search_typing_volly	1
search_typing_volou	1
search_typing_vonro	1
search_typing_voomy	1
search_typing_votto	1
search_typing_voyag	1
search_typing_vrocs	1
search_typing_vroom	1
search_typing_vtewo	1
search_typing_vtmo	1
search_typing_vtmod	1
search_typing_vtwin	1
search_typing_vueli	1
search_typing_vulla	1
search_typing_walbi	1
search_typing_wande	1
search_typing_watee	1
search_typing_watef	1
search_typing_wbout	1
search_typing_wbspo	1
search_typing_weate	1
search_typing_websh	1
search_typing_weddi	1
search_typing_wedte	1
search_typing_wedti	1
search_typing_wedtw	1
search_typing_weeek	1
search_typing_weeke	1
search_typing_weez	1
search_typing_weezi	1
search_typing_wefad	1
search_typing_wehak	1
search_typing_wehja	1
search_typing_wehkl	1
search_typing_wehkq	1
search_typing_wehlm	1
search_typing_wehma	1
search_typing_wehmk	1
search_typing_wejak	1
search_typing_wejka	1
search_typing_wekha	1
search_typing_welli	1
search_typing_welne	1
search_typing_welnn	1
search_typing_wemam	1
search_typing_werkk	1
search_typing_wessi	1
search_typing_west	1
search_typing_westi	1
search_typing_westr	1
search_typing_wests	1
search_typing_wetfo	1
search_typing_wetsw	1
search_typing_wezal	1
search_typing_wfunz	1
search_typing_wheim	1
search_typing_whela	1
search_typing_whitr	1
search_typing_wijck	1
search_typing_wildg	1
search_typing_wildl	1
search_typing_wildr	1
search_typing_willi	1
search_typing_wimo	1
search_typing_wingb	1
search_typing_wisse	1
search_typing_witje	1
search_typing_woerd	1
search_typing_woetd	1
search_typing_wolte	1
search_typing_woobi	1
search_typing_wooci	1
search_typing_wood	1
search_typing_woohi	1
search_typing_woond	1
search_typing_woone	1
search_typing_woonk	1
search_typing_woosl	1
search_typing_woovk	1
search_typing_woovu	1
search_typing_woshi	1
search_typing_woshu	1
search_typing_woutb	1
search_typing_wovar	1
search_typing_wrhka	1
search_typing_wrkam	1
search_typing_wrstl	1
search_typing_wstei	1
search_typing_wsuak	1
search_typing_wtelz	1
search_typing_wuros	1
search_typing_wwfun	1
search_typing_wwkam	1
search_typing_www	1
search_typing_wwwa	1
search_typing_wwwal	1
search_typing_wwwb	1
search_typing_wwwbr	1
search_typing_wwwfi	1
search_typing_wwwfu	1
search_typing_wwwg	1
search_typing_wwwgr	1
search_typing_wwwp	1
search_typing_wwwpa	1
search_typing_wwws	1
search_typing_wwwsm	1
search_typing_wwwth	1
search_typing_wzala	1
search_typing_xavah	1
search_typing_xavie	1
search_typing_xebos	1
search_typing_xenks	1
search_typing_xenoa	1
search_typing_xenon	1
search_typing_xlmot	1
search_typing_xolor	1
search_typing_xoxow	1
search_typing_xtiva	1
search_typing_xxlw	1
search_typing_xxlwa	1
search_typing_yasum	1
search_typing_ybere	1
search_typing_yeah	1
search_typing_yehwa	1
search_typing_yessr	1
search_typing_yessy	1
search_typing_yfood	1
search_typing_yionn	1
search_typing_yogay	1
search_typing_yolan	1
search_typing_yoshi	1
search_typing_youfo	1
search_typing_yourf	1
search_typing_ypost	1
search_typing_yummy	1
search_typing_yunoo	1
search_typing_yves	1
search_typing_yvess	1
search_typing_zaakl	1
search_typing_zaala	1
search_typing_zabol	1
search_typing_zacoa	1
search_typing_zaden	1
search_typing_zaka	1
search_typing_zal	1
search_typing_zalab	1
search_typing_zalac	1
search_typing_zalaj	1
search_typing_zalak	1
search_typing_zalao	1
search_typing_zalas	1
search_typing_zalaz	1
search_typing_zalco	1
search_typing_zalen	1
search_typing_zalin	1
search_typing_zallo	1
search_typing_zalmd	1
search_typing_zalns	1
search_typing_zalon	1
search_typing_zalou	1
search_typing_zalqm	1
search_typing_zalsk	1
search_typing_zandr	1
search_typing_zapan	1
search_typing_zaply	1
search_typing_zaraz	1
search_typing_zarea	1
search_typing_zarss	1
search_typing_zarza	1
search_typing_zazal	1
search_typing_zazar	1
search_typing_zcoac	1
search_typing_zebra	1
search_typing_zedat	1
search_typing_zeema	1
search_typing_zeev	1
search_typing_zeils	1
search_typing_zeker	1
search_typing_zelea	1
search_typing_zelst	1
search_typing_zenli	1
search_typing_zenly	1
search_typing_zenos	1
search_typing_zenzz	1
search_typing_zeta	1
search_typing_zhei	1
search_typing_zhwin	1
search_typing_ziegn	1
search_typing_zien	1
search_typing_ziens	1
search_typing_zient	1
search_typing_ziloe	1
search_typing_ziolu	1
search_typing_ziopl	1
search_typing_zitma	1
search_typing_ziyaa	1
search_typing_zjeng	1
search_typing_zlala	1
search_typing_zlamd	1
search_typing_zlanm	1
search_typing_zlans	1
search_typing_zloun	1
search_typing_zoand	1
search_typing_zoen	1
search_typing_zoenv	1
search_typing_zoete	1
search_typing_zon2	1
search_typing_zona	1
search_typing_zonai	1
search_typing_zone	1
search_typing_zooge	1
search_typing_zoool	1
search_typing_zqlan	1
search_typing_zqlqn	1
search_typing_zshei	1
search_typing_zslan	1
search_typing_zteve	1
search_typing_zueng	1
search_typing_zuide	1
search_typing_zumoo	1
search_typing_zusss	1
search_typing_zwart	1
search_typing_zwift	1
search_typing_zwlan	1
search_typing_zzala	1
search_typing_zzara	1
seductionail	1
sharecode_action	1
sharecode_air up	1
sharecode_aliexpress (> €79)	1
sharecode_amicicosmetics	1
sharecode_armedangels	1
sharecode_asos	1
sharecode_atelje	1
sharecode_beachresortpuntwest	1
sharecode_bearswithbenefits	1
sharecode_blakelywomen	1
sharecode_body en fit	1
sharecode_bulk.com	1
sharecode_burker	1
sharecode_cfab	1
sharecode_cider	1
sharecode_colorescience	1
sharecode_creamyfabrics	1
sharecode_dfyne	1
sharecode_douglas (app)	1
sharecode_duifhuizen.nl	1
sharecode_emma sleep	1
sharecode_etsy	1
sharecode_finaste.nl	1
sharecode_flink	1
sharecode_fotofabriek.nl	1
sharecode_garmundo.nl	1
sharecode_greetz.nl	1
sharecode_gymshark	1
sharecode_haarspullen	1
sharecode_holafly	1
sharecode_kayasieraden	1
sharecode_kidsdeco.nl	1
sharecode_kossonutrition.nl	1
sharecode_levis	1
sharecode_loftymanner	1
sharecode_manfield	1
sharecode_maniacnails	1
sharecode_marie-stella-maris	1
sharecode_maurestore	1
sharecode_nelly	1
sharecode_newbalance	1
sharecode_oduree.nl	1
sharecode_otrium	1
sharecode_quotrell	1
sharecode_street-one.nl	1
sharecode_sunday.nl	1
sharecode_twistshakebaby	1
sharecode_uwantisell	1
sharecode_weekday	1
sharecode_womensbest	1
sharecode_zarzour	1
sharecode_zooplus.nl	1
sharecode_zooplus.nl (> €49)	1
silabrows	1
strongeaglewear	1
stylekorean	1
stylewe	1
tapoutclub	1
temu_prikbord_banner	1
tenways	1
thegelexpert	1
tobedressed	1
toolmax.nl	1
top5_123jaloezie	1
top5_ASR	1
top5_Action	1
top5_AliExpress	1
top5_Aybl	1
top5_CashbackXL	1
top5_Coolblue	1
top5_DeLonghi	1
top5_Disney+	1
top5_Efteling	1
top5_Etsy	1
top5_JD Sports	1
top5_JHP Fashion	1
top5_Landal	1
top5_Lounge by Zalando	1
top5_My Jewellery	1
top5_PLUS	1
top5_Shein	1
top5_Stradivarius	1
top5_Thuisbezorgd	1
top5_Tuinmeubelshop	1
top5_VidaXL	1
top5_Walibi	1
top5_boohooMAN	1
top5_kidzsupplies	1
tunturifitness	1
ugg	1
unisa	1
unwindjewelry	1
vanarendonk	1
vandyck	1
velostore	1
venalisa.com	1
wamdenim	1
wesmyle	1
yehwang_wholesale	1
yogaya	1
zarzour	1
zeuzfitness	1
zumub	1

